Symbol,Name,Sector,industry
FBZ,First Trust Brazil AlphaDEX Fund,n/a,n/a
FCA,First Trust China AlphaDEX Fund,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,n/a,n/a
FCVT,First Trust SSI Strategic Convertible Securities ETF,n/a,n/a
FDIV,First Trust Strategic Income ETF,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,n/a,n/a
FDUS,Fidus Investment Corporation,n/a,n/a
FEM,First Trust Emerging Markets AlphaDEX Fund,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,n/a,n/a
FINQ,Purefunds Solactive FinTech ETF,n/a,n/a
FINX,Global X FinTech Thematic ETF,n/a,n/a
FITS,The Health and Fitness ETF,n/a,n/a
FIXD,First Trust TCW Opportunistic Fixed Income ETF,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,n/a,n/a
FKO,First Trust South Korea AlphaDEX Fund,n/a,n/a
FKU,First Trust United Kingdom AlphaDEX Fund,n/a,n/a
FLAG,WeatherStorm Forensic Accounting Long Short ETF,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,n/a,n/a
FMB,First Trust Managed Municipal ETF,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,n/a,n/a
FOANC,Gabelli NextShares Trust,n/a,n/a
FONE,First Trust NASDAQ Smartphone Index Fund,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,n/a,n/a
FPXI,First Trust International IPO ETF,n/a,n/a
FRBA,First Bank,n/a,n/a
FSC,Fifth Street Finance Corp.,n/a,n/a
FSCFL,Fifth Street Finance Corp.,n/a,n/a
FSFR,Fifth Street Senior Floating Rate Corp.,n/a,n/a
FSZ,First Trust Switzerland AlphaDEX Fund,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,n/a,n/a
FTCS,First Trust Capital Strength ETF,n/a,n/a
FTEO,"FRONTEO, Inc.",n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,n/a,n/a
FTHI,First Trust High Income ETF,n/a,n/a
FTLB,First Trust Low Beta Income ETF,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,n/a,n/a
FTW,First Trust Taiwan AlphaDEX Fund,n/a,n/a
FTXD,First Trust Nasdaq Retail ETF,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,n/a,n/a
FTXH,First Trust Nasdaq Pharmaceuticals ETF,n/a,n/a
FTXL,First Trust Nasdaq Semiconductor ETF,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,n/a,n/a
FTXR,First Trust Nasdaq Transportation ETF,n/a,n/a
FULLL,Great Elm Capital Corp.,n/a,n/a
FUND,"Sprott Focus Trust, Inc.",n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,n/a,n/a
FYC,First Trust Small Cap Growth AlphaDEX Fund,n/a,n/a
FYT,First Trust Small Cap Value AlphaDEX Fund,n/a,n/a
FYX,First Trust Small Cap Core AlphaDEX Fund,n/a,n/a
GAIN,Gladstone Investment Corporation,n/a,n/a
GAINM,Gladstone Investment Corporation,n/a,n/a
GAINN,Gladstone Investment Corporation,n/a,n/a
GAINO,Gladstone Investment Corporation,n/a,n/a
GARS,Garrison Capital Inc.,n/a,n/a
GBDC,"Golub Capital BDC, Inc.",n/a,n/a
GECC,Great Elm Capital Corp.,n/a,n/a
GENY,Principal Millennials Index ETF,n/a,n/a
GLAD,Gladstone Capital Corporation,n/a,n/a
GLADO,Gladstone Capital Corporation,n/a,n/a
GNMA,iShares GNMA Bond ETF,n/a,n/a
GNRX,VanEck Vectors Generic Drugs ETF,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,n/a,n/a
GSVC,GSV Capital Corp,n/a,n/a
GTYHU,"GTY Technology Holdings, Inc.",n/a,n/a
GULF,WisdomTree Middle East Dividend Fund,n/a,n/a
HCAP,Harvest Capital Credit Corporation,n/a,n/a
HCAPL,Harvest Capital Credit Corporation,n/a,n/a
HEES,"H&E Equipment Services, Inc.",n/a,n/a
HIFS,Hingham Institution for Savings,n/a,n/a
HLNE,Hamilton Lane Incorporated,n/a,n/a
HRZN,Horizon Technology Finance Corporation,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,n/a,n/a
HYND,WisdomTree Negative Duration High Yield Bond Fund,n/a,n/a
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,n/a,n/a
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,n/a,n/a
IBUY,Amplify Online Retail ETF,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,n/a,n/a
IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,n/a,n/a
IGF,iShares Global Infrastructure ETF,n/a,n/a
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,n/a,n/a
IMED,PureFunds ETFx HealthTech ETF,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,n/a,n/a
INFR,Legg Mason Global Infrastructure ETF,n/a,n/a
INPX,Inpixon ,n/a,n/a
IPKW,PowerShares International BuyBack Achievers Portfolio,n/a,n/a
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,n/a,n/a
ITEQ,BlueStar TA-BIGITech Israel Technology ETF,n/a,n/a
IVENC,Ivy NextShares,n/a,n/a
IVFGC,Ivy NextShares,n/a,n/a
IVFVC,Ivy NextShares,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,n/a,n/a
JSMD,Janus Small/Mid Cap Growth Alpha ETF,n/a,n/a
JSML,Janus Small Cap Growth Alpha ETF,n/a,n/a
KBWB,PowerShares KBW Bank Portfolio,n/a,n/a
KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,n/a,n/a
KBWP,PowerShares KBW Property & Casualty Insurance Portfolio,n/a,n/a
KBWR,PowerShares KBW Regional Banking Portfolio,n/a,n/a
KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio,n/a,n/a
KCAP,"KCAP Financial, Inc.",n/a,n/a
KRMA,Global X Conscious Companies ETF,n/a,n/a
KWEB,KraneShares CSI China Internet ETF,n/a,n/a
LALT,PowerShares Multi-Strategy Alternative Portfolio,n/a,n/a
LDRI,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,n/a,n/a
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,n/a,n/a
LNGR,Global X Longevity Thematic ETF,n/a,n/a
LOGM,"LogMein, Inc.",n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,n/a,n/a
MACQU,"M I Acquisitions, Inc.",n/a,n/a
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,n/a,n/a
MBSD,FlexShares Disciplined Duration MBS Index Fund,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,n/a,n/a
MCHI,iShares MSCI China ETF,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,n/a,n/a
MILN,Global X Millennials Thematic ETF,n/a,n/a
MOGLC,Gabelli NextShares Trust,n/a,n/a
MPCT,iShares MSCI Global Impact ETF,n/a,n/a
MRCC,Monroe Capital Corporation,n/a,n/a
NDRAU,ENDRA Life Sciences Inc.,n/a,n/a
NEWT,Newtek Business Services Corp.,n/a,n/a
NEWTL,Newtek Business Services Corp.,n/a,n/a
NEWTZ,Newtek Business Services Corp.,n/a,n/a
OFS,OFS Capital Corporation,n/a,n/a
OHAI,OHA Investment Corporation,n/a,n/a
OLD,The Long-Term Care ETF,n/a,n/a
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,n/a,n/a
OPB,Opus Bank,n/a,n/a
ORG,The Organics ETF,n/a,n/a
OXLC,Oxford Lane Capital Corp.,n/a,n/a
OXLCN,Oxford Lane Capital Corp.,n/a,n/a
OXLCO,Oxford Lane Capital Corp.,n/a,n/a
PAGG,PowerShares Global Agriculture Portfolio,n/a,n/a
PDBC,PowerShares Optimum Yield Diversified Commodity Strategy No K-,n/a,n/a
PDP,PowerShares DWA Momentum Portfolio,n/a,n/a
PEY,PowerShares High Yield Equity Dividend Achievers Portfolio,n/a,n/a
PEZ,PowerShares DWA Consumer Cyclicals Momentum Portfolio,n/a,n/a
PFBC,Preferred Bank,n/a,n/a
PFI,PowerShares DWA Financial Momentum Portfolio,n/a,n/a
PFLT,PennantPark Floating Rate Capital Ltd.,n/a,n/a
PFM,PowerShares Dividend Achievers Portfolio,n/a,n/a
PGJ,PowerShares Golden Dragon China Portfolio,n/a,n/a
PHO,PowerShares Water Resources Portfolio,n/a,n/a
PID,PowerShares International Dividend Achievers Portfolio,n/a,n/a
PIE,PowerShares DWA Emerging Markets Momentum Portfolio,n/a,n/a
PIO,PowerShares Global Water Portfolio,n/a,n/a
PIZ,PowerShares DWA Developed Markets Momentum Portfolio,n/a,n/a
PKW,PowerShares BuyBack Achievers Portfolio,n/a,n/a
PLW,PowerShares 1-30 Laddered Treasury Portfolio,n/a,n/a
PME,Pingtan Marine Enterprise Ltd.,n/a,n/a
PMPT,iSectors Post-MPT Growth ETF,n/a,n/a
PNNT,PennantPark Investment Corporation,n/a,n/a
PNQI,PowerShares Nasdaq Internet Portfolio,n/a,n/a
POLA,"Polar Power, Inc.",n/a,n/a
PPH,VanEck Vectors Pharmaceutical ETF,n/a,n/a
PRFZ,PowerShares FTSE RAFI US 1500 Small-Mid Portfolio,n/a,n/a
PRN,PowerShares DWA Industrials Momentum Portfolio,n/a,n/a
PSAU,PowerShares Global Gold & Precious Metals Portfolio,n/a,n/a
PSC,Principal U.S. Small Cap Index ETF,n/a,n/a
PSCC,PowerShares S&P SmallCap Consumer Staples Portfolio,n/a,n/a
PSCD,PowerShares S&P SmallCap Consumer Discretionary Portfolio,n/a,n/a
PSCE,PowerShares S&P SmallCap Energy Portfolio,n/a,n/a
PSCF,PowerShares S&P SmallCap Financials Portfolio,n/a,n/a
PSCH,PowerShares S&P SmallCap Health Care Portfolio,n/a,n/a
PSCI,PowerShares S&P SmallCap Industrials Portfolio,n/a,n/a
PSCM,PowerShares S&P SmallCap Materials Portfolio,n/a,n/a
PSCT,PowerShares S&P SmallCap Information Technology Portfolio,n/a,n/a
PSCU,PowerShares S&P SmallCap Utilities Portfolio,n/a,n/a
PSEC,Prospect Capital Corporation,n/a,n/a
PSET,Principal Price Setters Index ETF,n/a,n/a
PSL,PowerShares DWA Consumer Staples Momentum Portfolio,n/a,n/a
PTF,PowerShares DWA Technology Momenum Portfolio,n/a,n/a
PTH,PowerShares DWA Healthcare Momentum Portfolio,n/a,n/a
PUI,PowerShares DWA Utilities Momentum Portfolio,n/a,n/a
PXI,PowerShares DWA Energy Momentum Portfolio,n/a,n/a
PY,Principal Shareholder Yield Index ETF,n/a,n/a
PYZ,PowerShares DWA Basic Materials Momentum Portfolio,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,n/a,n/a
QAT,iShares MSCI Qatar Capped ETF,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,n/a,n/a
QINC,First Trust RBA Quality Income ETF,n/a,n/a
QLC,FlexShares US Quality Large Cap Index Fund,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,n/a,n/a
QQQ,"PowerShares QQQ Trust, Series 1",n/a,n/a
QQQC,Global X NASDAQ China Technology ETF,n/a,n/a
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,n/a,n/a
QYLD,Horizons NASDAQ-100 Covered Call ETF,n/a,n/a
RAND,Rand Capital Corporation,n/a,n/a
RDVY,First Trust Rising Dividend Achievers ETF,n/a,n/a
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,n/a,n/a
RFDI,First Trust RiverFront Dynamic Developed International ETF,n/a,n/a
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,n/a,n/a
RFEU,First Trust RiverFront Dynamic Europe ETF,n/a,n/a
RILY,"B. Riley Financial, Inc.",n/a,n/a
ROBO,ROBO Global Robotics and Automation Index ETF,n/a,n/a
SCACU,Saban Capital Acquisition Corp.,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,n/a,n/a
SGBK,Stonegate Bank,n/a,n/a
SGQI,Janus SG Global Quality Income ETF,n/a,n/a
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,n/a,n/a
SKYY,First Trust Cloud Computing ETF,n/a,n/a
SLIM,The Obesity ETF,n/a,n/a
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,n/a,n/a
SLRC,Solar Capital Ltd.,n/a,n/a
SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,n/a
SND,"Smart Sand, Inc.",n/a,n/a
SNLN,Highland/iBoxx Senior Loan ETF,n/a,n/a
SNSR,Global X Internet of Things Thematic ETF,n/a,n/a
SOCL,Global X Social Media ETF,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,n/a,n/a
SPHS,"Sophiris Bio, Inc.",n/a,n/a
SQQQ,ProShares UltraPro Short QQQ,n/a,n/a
SRET,Global X SuperDividend REIT ETF,n/a,n/a
SSBI,Summit State Bank,n/a,n/a
SUNS,Solar Senior Capital Ltd.,n/a,n/a
SVVC,"Firsthand Technology Value Fund, Inc.",n/a,n/a
SWIN,ALPS/Dorsey Wright Sector Momentum ETF,n/a,n/a
TCPC,TCP Capital Corp.,n/a,n/a
TCRD,"THL Credit, Inc.",n/a,n/a
TDIV,First Trust NASDAQ Technology Dividend Index Fund,n/a,n/a
TICC,TICC Capital Corp.,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,n/a,n/a
TOWN,Towne Bank,n/a,n/a
TQQQ,ProShares UltraPro QQQ,n/a,n/a
TRVG,trivago N.V.,n/a,n/a
TUSA,First Trust Total US Market AlphaDEX ETF,n/a,n/a
TUTI,Tuttle Tactical Management Multi-Strategy Income ETF,n/a,n/a
TUTT,Tuttle Tactical Management U.S. Core ETF,n/a,n/a
UAE,iShares MSCI UAE Capped ETF,n/a,n/a
UBIO,Proshares UltraPro Nasdaq Biotechnology,n/a,n/a
UBND,WisdomTree Western Asset Unconstrained Bond Fund,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,n/a,n/a
USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,n/a,n/a
VALX,Validea Market Legends ETF,n/a,n/a
VBND,Vident Core U.S. Bond Strategy Fund,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,n/a,n/a
VCSH,Vanguard Short-Term Corporate Bond ETF,n/a,n/a
VGIT,Vanguard Intermediate -Term Government Bond ETF,n/a,n/a
VGLT,Vanguard Long-Term Government Bond ETF,n/a,n/a
VGSH,Vanguard Short-Term Government ETF,n/a,n/a
VIDI,Vident International Equity Fund,n/a,n/a
VIGI,Vanguard International Dividend Appreciation ETF,n/a,n/a
VIST,"Visterra, Inc.",n/a,n/a
VMBS,Vanguard Mortgage-Backed Securities ETF,n/a,n/a
VNQI,Vanguard Global ex-U.S. Real Estate ETF,n/a,n/a
VONE,Vanguard Russell 1000 ETF,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,n/a,n/a
VRIG,PowerShares Variable Rate Investment Grade Portfolio,n/a,n/a
VTHR,Vanguard Russell 3000 ETF,n/a,n/a
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,n/a,n/a
VTWG,Vanguard Russell 2000 Growth ETF,n/a,n/a
VTWO,Vanguard Russell 2000 ETF,n/a,n/a
VTWV,Vanguard Russell 2000 Value ETF,n/a,n/a
VUSE,Vident Core US Equity ETF,n/a,n/a
VWOB,Vanguard Emerging Markets Government Bond ETF,n/a,n/a
VXUS,Vanguard Total International Stock ETF,n/a,n/a
VYMI,Vanguard International High Dividend Yield ETF,n/a,n/a
WHF,"WhiteHorse Finance, Inc.",n/a,n/a
WHFBL,"WhiteHorse Finance, Inc.",n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,n/a,n/a
XRDC,"Crossroads Capital, Inc.",n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,n/a,n/a
YLCO,Global X Yieldco Index ETF,n/a,n/a
ZBIO,ProShares UltraPro Short NASDAQ Biotechnology,n/a,n/a
ABY,Atlantica Yield plc,Public Utilities,Electric Utilities: Central
ADTN,"ADTRAN, Inc.",Public Utilities,Telecommunications Equipment
ALSK,"Alaska Communications Systems Group, Inc.",Public Utilities,Telecommunications Equipment
AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment
APLP,"Archrock Partners, L.P.",Public Utilities,Natural Gas Distribution
ARTNA,Artesian Resources Corporation,Public Utilities,Water Supply
ATNI,"ATN International, Inc.",Public Utilities,Telecommunications Equipment
AUDC,AudioCodes Ltd.,Public Utilities,Telecommunications Equipment
BBRY,BlackBerry Limited,Public Utilities,Telecommunications Equipment
CAFD,8point3 Energy Partners LP,Public Utilities,Electric Utilities: Central
CALL,magicJack VocalTec Ltd,Public Utilities,Telecommunications Equipment
CDZI,"Cadiz, Inc.",Public Utilities,Water Supply
CLFD,"Clearfield, Inc.",Public Utilities,Telecommunications Equipment
CLNE,Clean Energy Fuels Corp.,Public Utilities,Natural Gas Distribution
CLRO,"ClearOne, Inc.",Public Utilities,Telecommunications Equipment
CNSL,"Consolidated Communications Holdings, Inc.",Public Utilities,Telecommunications Equipment
CTWS,"Connecticut Water Service, Inc.",Public Utilities,Water Supply
CWCO,Consolidated Water Co. Ltd.,Public Utilities,Water Supply
CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services
DGAS,"Delta Natural Gas Company, Inc.",Public Utilities,Oil & Gas Production
DRWI,DragonWave Inc,Public Utilities,Telecommunications Equipment
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,Telecommunications Equipment
ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services
EGHT,8x8 Inc,Public Utilities,Telecommunications Equipment
FRP,"FairPoint Communications, Inc.",Public Utilities,Telecommunications Equipment
FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment
FTRPR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment
GLBL,"TerraForm Global, Inc.",Public Utilities,Electric Utilities: Central
GNCMA,"General Communication, Inc.",Public Utilities,Telecommunications Equipment
GWRS,"Global Water Resources, Inc.",Public Utilities,Water Supply
IGLD,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment
INFN,Infinera Corporation,Public Utilities,Telecommunications Equipment
INVT,"Inventergy Global, Inc.",Public Utilities,Telecommunications Equipment
JCS,"Communications Systems, Inc.",Public Utilities,Telecommunications Equipment
LMOS,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MTSL,MER Telemanagement Solutions Ltd.,Public Utilities,Telecommunications Equipment
NIHD,"NII Holdings, Inc.",Public Utilities,Telecommunications Equipment
NTGR,"NETGEAR, Inc.",Public Utilities,Telecommunications Equipment
OHGI,"One Horizon Group, Inc.",Public Utilities,Telecommunications Equipment
OPTT,"Ocean Power Technologies, Inc.",Public Utilities,Electric Utilities: Central
OTEL,Otelco Inc.,Public Utilities,Telecommunications Equipment
OTTR,Otter Tail Corporation,Public Utilities,Electric Utilities: Central
PCYO,Pure Cycle Corporation,Public Utilities,Water Supply
PDVW,"pdvWireless, Inc.",Public Utilities,Telecommunications Equipment
PEGI,Pattern Energy Group Inc.,Public Utilities,Electric Utilities: Central
PTNR,Partner Communications Company Ltd.,Public Utilities,Telecommunications Equipment
PTXP,"PennTex Midstream Partners, LP",Public Utilities,Natural Gas Distribution
RGCO,RGC Resources Inc.,Public Utilities,Oil & Gas Production
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
SHOR,"ShoreTel, Inc.",Public Utilities,Telecommunications Equipment
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
VIP,VimpelCom Ltd.,Public Utilities,Telecommunications Equipment
VOD,Vodafone Group Plc,Public Utilities,Telecommunications Equipment
VVPR,VivoPower International PLC,Public Utilities,Power Generation
WIN,"Windstream Holdings, Inc.",Public Utilities,Telecommunications Equipment
WSTL,"Westell Technologies, Inc.",Public Utilities,Telecommunications Equipment
YORW,The York Water Company,Public Utilities,Water Supply
AAOI,"Applied Optoelectronics, Inc.",Technology,Semiconductors
AAPL,Apple Inc.,Technology,Computer Manufacturing
ABTL,Autobytel Inc.,Technology,"Computer Software: Programming, Data Processing"
ACIA,"Acacia Communications, Inc.",Technology,Semiconductors
ACIW,"ACI Worldwide, Inc.",Technology,Computer Software: Prepackaged Software
ACLS,"Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components
ACTA,Actua Corporation,Technology,EDP Services
ACXM,Acxiom Corporation,Technology,EDP Services
ADBE,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software
ADI,"Analog Devices, Inc.",Technology,Semiconductors
ADP,"Automatic Data Processing, Inc.",Technology,EDP Services
ADSK,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software
AGYS,"Agilysys, Inc.",Technology,EDP Services
AIRG,"Airgain, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
ALLT,Allot Communications Ltd.,Technology,Computer Communications Equipment
ALOT,"AstroNova, Inc.",Technology,Computer peripheral equipment
ALRM,"Alarm.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software
AMAT,"Applied Materials, Inc.",Technology,Semiconductors
AMBA,"Ambarella, Inc.",Technology,Semiconductors
AMCN,AirMedia Group Inc,Technology,Advertising
AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors
AMKR,"Amkor Technology, Inc.",Technology,Semiconductors
AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software
ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software
ANY,Sphere 3D Corp.,Technology,EDP Services
AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors
APPF,"AppFolio, Inc.",Technology,Computer Software: Prepackaged Software
APTI,"Apptio, Inc.",Technology,Computer Software: Prepackaged Software
ARIS,"ARI Network Services, Inc.",Technology,"Computer Software: Programming, Data Processing"
ARRS,ARRIS International plc,Technology,Radio And Television Broadcasting And Communications Equipment
ASML,ASML Holding N.V.,Technology,Industrial Machinery/Components
ASUR,Asure Software Inc,Technology,EDP Services
ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components
ATOM,Atomera Incorporated,Technology,Semiconductors
ATTU,Attunity Ltd.,Technology,Computer Software: Prepackaged Software
ATVI,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software
AVGO,Broadcom Limited,Technology,Semiconductors
AVID,"Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software
AVNW,"Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
AWRE,"Aware, Inc.",Technology,Computer Software: Prepackaged Software
AXTI,AXT Inc,Technology,Semiconductors
AYA,Amaya Inc.,Technology,"Computer Software: Programming, Data Processing"
AZPN,"Aspen Technology, Inc.",Technology,EDP Services
BBOX,Black Box Corporation,Technology,Computer Communications Equipment
BBSI,"Barrett Business Services, Inc.",Technology,Professional Services
BCOR,"Blucora, Inc.",Technology,EDP Services
BCOV,Brightcove Inc.,Technology,EDP Services
BIDU,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing"
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
BOSC,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment
BRCD,"Brocade Communications Systems, Inc.",Technology,Computer Communications Equipment
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
BSFT,"BroadSoft, Inc.",Technology,Computer Software: Prepackaged Software
BV,"Bazaarvoice, Inc.",Technology,Computer Software: Prepackaged Software
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
CA,CA Inc.,Technology,Computer Software: Prepackaged Software
CALD,"Callidus Software, Inc.",Technology,EDP Services
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CARB,"Carbonite, Inc.",Technology,EDP Services
CAVM,"Cavium, Inc.",Technology,Semiconductors
CCIH,ChinaCache International Holdings Ltd.,Technology,EDP Services
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services
CCUR,Concurrent Computer Corporation,Technology,Computer Manufacturing
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
CERN,Cerner Corporation,Technology,EDP Services
CEVA,"CEVA, Inc.",Technology,Semiconductors
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software
CHUBA,"CommerceHub, Inc.",Technology,Computer Software: Prepackaged Software
CHUBK,"CommerceHub, Inc.",Technology,Computer Software: Prepackaged Software
CLNT,"Cleantech Solutions International, Inc.",Technology,Industrial Machinery/Components
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing"
CNIT,"China Information Technology, Inc.",Technology,Computer Software: Prepackaged Software
CNXR,"Connecture, Inc.",Technology,Computer Software: Prepackaged Software
